Full Name,Gender,Date of Birth,Parliament Name,D I P S,E O P T
FirstNameSA2019_179 LastNameSA2019_179,Female,16.12.72,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_180 LastNameSA2019_180,Male,05.02.69,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_181 LastNameSA2019_181,Male,29.05.73,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_182 LastNameSA2019_182,Male,25.10.54,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_183 LastNameSA2019_183,Male,31.03.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_184 LastNameSA2019_184,Male,11.07.69,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_185 LastNameSA2019_185,Female,19.09.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_186 LastNameSA2019_186,Male,21.10.76,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_187 LastNameSA2019_187,Female,29.12.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_188 LastNameSA2019_188,Male,11.08.63,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_189 LastNameSA2019_189,Female,01.02.64,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_190 LastNameSA2019_190,Male,08.01.76,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_191 LastNameSA2019_191,Male,13.01.72,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_192 LastNameSA2019_192,Male,23.05.87,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_193 LastNameSA2019_193,Male,07.06.78,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_194 LastNameSA2019_194,Female,30.08.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_195 LastNameSA2019_195,Male,09.05.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_196 LastNameSA2019_196,Male,27.02.63,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_197 LastNameSA2019_197,Female,14.04.78,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_198 LastNameSA2019_198,Male,26.05.64,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_199 LastNameSA2019_199,Female,07.09.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_200 LastNameSA2019_200,Male,26.04.76,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_201 LastNameSA2019_201,Male,17.04.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_202 LastNameSA2019_202,Male,02.03.70,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_203 LastNameSA2019_203,Female,30.05.78,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_204 LastNameSA2019_204,Male,10.03.79,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_205 LastNameSA2019_205,Female,17.11.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_206 LastNameSA2019_206,Male,28.01.66,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_207 LastNameSA2019_207,Male,25.02.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_208 LastNameSA2019_208,Female,02.11.42,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_209 LastNameSA2019_209,Male,12.04.74,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_210 LastNameSA2019_210,Male,03.05.73,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_211 LastNameSA2019_211,Male,05.02.70,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_212 LastNameSA2019_212,Male,04.11.78,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_213 LastNameSA2019_213,Male,12.08.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_214 LastNameSA2019_214,Male,09.01.55,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_215 LastNameSA2019_215,Male,07.06.74,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_216 LastNameSA2019_216,Male,17.04.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_217 LastNameSA2019_217,Male,19.03.69,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_218 LastNameSA2019_218,Male,08.07.72,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_219 LastNameSA2019_219,Female,27.07.54,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_220 LastNameSA2019_220,Male,19.02.92,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_221 LastNameSA2019_221,Male,07.06.67,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_222 LastNameSA2019_222,Female,14.07.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_223 LastNameSA2019_223,Female,13.06.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_224 LastNameSA2019_224,Male,03.03.66,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_225 LastNameSA2019_225,Female,28.09.79,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_226 LastNameSA2019_226,Female,06.10.67,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_227 LastNameSA2019_227,Male,10.05.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_228 LastNameSA2019_228,Male,16.05.70,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_229 LastNameSA2019_229,Female,24.12.74,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_230 LastNameSA2019_230,Male,18.10.52,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_231 LastNameSA2019_231,Male,19.06.72,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_232 LastNameSA2019_232,Male,04.03.62,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_233 LastNameSA2019_233,Male,28.09.64,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_234 LastNameSA2019_234,Male,21.10.59,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_235 LastNameSA2019_235,Male,12.01.73,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_236 LastNameSA2019_236,Male,17.08.85,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_237 LastNameSA2019_237,Male,19.05.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_238 LastNameSA2019_238,Female,11.03.75,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_239 LastNameSA2019_239,Male,07.06.60,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_240 LastNameSA2019_240,Male,30.05.83,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_241 LastNameSA2019_241,Male,24.04.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_242 LastNameSA2019_242,Male,26.08.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_243 LastNameSA2019_243,Male,22.10.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_244 LastNameSA2019_244,Female,28.07.63,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_245 LastNameSA2019_245,Male,22.04.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_246 LastNameSA2019_246,Male,10.02.74,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_247 LastNameSA2019_247,Female,07.07.73,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_248 LastNameSA2019_248,Female,09.10.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_249 LastNameSA2019_249,Female,17.11.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_250 LastNameSA2019_250,Male,21.01.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_251 LastNameSA2019_251,Female,25.11.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_252 LastNameSA2019_252,Male,28.07.56,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_253 LastNameSA2019_253,Female,29.07.60,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_254 LastNameSA2019_254,Male,08.10.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_255 LastNameSA2019_255,Female,31.05.87,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_256 LastNameSA2019_256,Male,05.07.90,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_257 LastNameSA2019_257,Female,09.03.93,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_258 LastNameSA2019_258,Male,24.03.73,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_259 LastNameSA2019_259,Male,05.04.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_260 LastNameSA2019_260,Female,24.05.81,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_261 LastNameSA2019_261,Female,08.11.51,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_262 LastNameSA2019_262,Male,17.09.70,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_263 LastNameSA2019_263,Male,15.05.80,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_264 LastNameSA2019_264,Female,14.07.89,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_265 LastNameSA2019_265,Male,13.01.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_266 LastNameSA2019_266,Male,11.12.82,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_267 LastNameSA2019_267,Female,23.07.53,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_268 LastNameSA2019_268,Male,09.09.61,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_269 LastNameSA2019_269,Female,27.02.60,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_270 LastNameSA2019_270,Male,12.04.67,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_271 LastNameSA2019_271,Male,20.10.54,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_272 LastNameSA2019_272,Female,09.05.83,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_273 LastNameSA2019_273,Male,06.05.67,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_274 LastNameSA2019_274,Male,19.03.75,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_275 LastNameSA2019_275,Male,02.09.75,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_276 LastNameSA2019_276,Female,11.07.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_277 LastNameSA2019_277,Female,07.12.54,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_278 LastNameSA2019_278,Male,07.07.66,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_279 LastNameSA2019_279,Female,25.08.53,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_280 LastNameSA2019_280,Male,25.04.63,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_281 LastNameSA2019_281,Male,27.03.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_282 LastNameSA2019_282,Male,10.11.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_283 LastNameSA2019_283,Male,22.03.49,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_284 LastNameSA2019_284,Male,08.10.81,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_285 LastNameSA2019_285,Male,07.02.58,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_286 LastNameSA2019_286,Female,26.10.72,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_287 LastNameSA2019_287,Female,27.04.53,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_288 LastNameSA2019_288,Female,07.07.76,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_289 LastNameSA2019_289,Female,01.07.74,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_290 LastNameSA2019_290,Male,21.12.73,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_291 LastNameSA2019_291,Female,08.09.73,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_292 LastNameSA2019_292,Female,04.07.84,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_293 LastNameSA2019_293,Female,21.06.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_294 LastNameSA2019_294,Male,09.04.69,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_295 LastNameSA2019_295,Male,27.12.67,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_296 LastNameSA2019_296,Male,21.02.75,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_297 LastNameSA2019_297,Male,16.02.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_298 LastNameSA2019_298,Male,27.07.89,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_299 LastNameSA2019_299,Female,03.06.80,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_300 LastNameSA2019_300,Female,29.10.60,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_301 LastNameSA2019_301,Male,05.06.70,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_302 LastNameSA2019_302,Male,06.03.81,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_303 LastNameSA2019_303,Male,23.11.73,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_304 LastNameSA2019_304,Female,30.06.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_305 LastNameSA2019_305,Male,08.06.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_306 LastNameSA2019_306,Male,30.08.80,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_307 LastNameSA2019_307,Female,27.08.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_308 LastNameSA2019_308,Male,09.02.64,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_309 LastNameSA2019_309,Male,27.10.54,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_310 LastNameSA2019_310,Male,12.04.83,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_311 LastNameSA2019_311,Male,18.06.74,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_312 LastNameSA2019_312,Male,23.08.60,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_313 LastNameSA2019_313,Male,07.07.62,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_314 LastNameSA2019_314,Female,20.09.81,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_315 LastNameSA2019_315,Male,09.08.48,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_316 LastNameSA2019_316,Male,02.07.63,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_317 LastNameSA2019_317,Male,07.10.69,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_318 LastNameSA2019_318,Male,06.07.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_319 LastNameSA2019_319,Female,16.03.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_320 LastNameSA2019_320,Female,05.02.59,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_321 LastNameSA2019_321,Female,18.11.63,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_322 LastNameSA2019_322,Male,09.09.71,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_323 LastNameSA2019_323,Male,01.04.63,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_324 LastNameSA2019_324,Male,08.10.58,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_325 LastNameSA2019_325,Male,06.04.80,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_326 LastNameSA2019_326,Male,12.04.56,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_327 LastNameSA2019_327,Male,07.06.72,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_328 LastNameSA2019_328,Female,10.07.63,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_329 LastNameSA2019_329,Male,23.10.60,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_330 LastNameSA2019_330,Female,15.04.78,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_331 LastNameSA2019_331,Female,08.07.72,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_332 LastNameSA2019_332,Male,09.10.65,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_333 LastNameSA2019_333,Male,18.09.58,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_334 LastNameSA2019_334,Male,16.07.59,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_335 LastNameSA2019_335,Female,09.04.66,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_336 LastNameSA2019_336,Male,16.04.61,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_337 LastNameSA2019_337,Female,17.05.64,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_338 LastNameSA2019_338,Male,23.04.68,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_339 LastNameSA2019_339,Female,02.09.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_340 LastNameSA2019_340,Male,19.02.69,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
FirstNameSA2019_341 LastNameSA2019_341,Male,30.04.77,National Assembly of South Africa,22.05.19 00:00,22.05.24 00:00
